"","FIPS","City","Year","Population","Primary.Point","Date"
"5667",1914475,"Clio","July 01 1997",98,"POINT (-93.4513925 40.6359742)",1997-07-01
"5668",1935715,"Henderson","July 01 2007",169,"POINT (-95.4309742 41.1399871)",2007-07-01
"5669",1940845,"Keokuk","July 01 1992",12883,"POINT (-91.403029 40.4095595)",1992-07-01
"5670",1937920,"Huxley","April 01 2010",3317,"POINT (-93.5913007 41.8960875)",2010-04-01
"5671",1902530,"Archer","July 01 1998",137,"POINT (-95.7440995 43.1151043)",1998-07-01
"5672",1979545,"Union","July 01 1992",441,"POINT (-93.0626769 42.2435351)",1992-07-01
"5673",1963210,"Plainfield","July 01 2018",415,"POINT (-92.5358996 42.8445249)",2018-07-01
"5674",1922890,"Dunlap","April 01 1990",1251,"POINT (-95.6005625 41.8526254)",1990-04-01
"5675",1935760,"Hepburn","July 01 2004",36,"POINT (-95.0166861 40.8476568)",2004-07-01
"5676",1934500,"Harlan","July 01 1999",5186,"POINT (-95.3268616 41.6495154)",1999-07-01
"5677",1944490,"Lenox","July 01 1996",1288,"POINT (-94.5583357 40.8830419)",1996-07-01
"5678",1977565,"Thayer","April 01 2000",66,"POINT (-94.0497355 41.0289671)",2000-04-01
"5679",1974955,"Stanley","July 01 1991",117,"POINT (-91.8123104 42.6416487)",1991-07-01
"5680",1968340,"Rodman","July 01 2014",42,"POINT (-94.5271834 43.0265898)",2014-07-01
"5681",1942465,"Lake City","July 01 2019",1642,"POINT (-94.7310464 42.2676372)",2019-07-01
"5682",1941475,"Kinross","July 01 2018",72,"POINT (-91.9873035 41.4588773)",2018-07-01
"5683",1940440,"Kellogg","July 01 2005",616,"POINT (-92.9070787 41.7180274)",2005-07-01
"5684",1902935,"Armstrong","July 01 1993",996,"POINT (-94.4832066 43.3944094)",1993-07-01
"5685",1977430,"Tennant","April 01 2000",73,"POINT (-95.4449352 41.5941155)",2000-04-01
"5686",1971940,"Shannon City","July 01 1991",91,"POINT (-94.2638596 40.8992002)",1991-07-01
"5687",1969645,"Sac City","July 01 2012",2176,"POINT (-94.9979112 42.4216962)",2012-07-01
"5688",1970230,"Salem","July 01 2012",385,"POINT (-91.6206406 40.8519773)",2012-07-01
"5689",1921000,"Des Moines","April 01 1990",193189,"POINT (-93.6104316 41.5725032)",1990-04-01
"5690",1964560,"Prescott","July 01 2001",261,"POINT (-94.6129796 41.0238035)",2001-07-01
"5691",1937605,"Humeston","July 01 1998",549,"POINT (-93.4972195 40.8609187)",1998-07-01
"5692",1968025,"Rock Falls","April 01 1990",155,"POINT (-93.0871547 43.2069876)",1990-04-01
"5693",1962130,"Peosta","July 01 2016",1650,"POINT (-90.8475209 42.447383)",2016-07-01
"5694",1949350,"Marcus","April 01 2010",1117,"POINT (-95.8068149 42.8223959)",2010-04-01
"5695",1959115,"Onawa","April 01 1990",2936,"POINT (-96.0905046 42.0267577)",1990-04-01
"5696",1984900,"What Cheer","July 01 1994",721,"POINT (-92.3546256 41.3997555)",1994-07-01
"5697",1952950,"Mitchellville","July 01 2015",2425,"POINT (-93.3629093 41.6678771)",2015-07-01
"5698",1955695,"Nevada","July 01 2004",6630,"POINT (-93.463738 42.0185408)",2004-07-01
"5699",1982425,"Waterloo","July 01 1995",65087,"POINT (-92.3521758 42.4919737)",1995-07-01
"5700",1981885,"Walker","July 01 1999",673,"POINT (-91.7808739 42.2873128)",1999-07-01
"5701",1930900,"Gilman","July 01 2013",511,"POINT (-92.7881403 41.878809)",2013-07-01
"5702",1982020,"Wall Lake","July 01 2001",848,"POINT (-95.0927786 42.267186)",2001-07-01
"5703",1910765,"Carlisle","July 01 2014",4097,"POINT (-93.4877345 41.511846)",2014-07-01
"5704",1949350,"Marcus","July 01 1996",1124,"POINT (-95.8068149 42.8223959)",1996-07-01
"5705",1929550,"Galt","July 01 2006",28,"POINT (-93.6051275 42.692983)",2006-07-01
"5706",1952590,"Minden","July 01 2018",602,"POINT (-95.5411773 41.4683761)",2018-07-01
"5707",1979770,"University Heights","July 01 2008",1033,"POINT (-91.5588548 41.6550607)",2008-07-01
"5708",1945255,"Lincoln","July 01 1999",186,"POINT (-92.6913872 42.2634642)",1999-07-01
"5709",1927255,"Ferguson","July 01 2017",125,"POINT (-92.8630313 41.9385801)",2017-07-01
"5710",1916050,"Coon Rapids","July 01 2012",1292,"POINT (-94.6784541 41.8747687)",2012-07-01
"5711",1935580,"Hazleton","July 01 2004",914,"POINT (-91.9058398 42.6177464)",2004-07-01
"5712",1948180,"Macksburg","July 01 2005",141,"POINT (-94.1850673 41.2146954)",2005-07-01
"5713",1975945,"Struble","July 01 2002",84,"POINT (-96.1945847 42.8944666)",2002-07-01
"5714",1906355,"Bettendorf","July 01 2008",32703,"POINT (-90.4764586 41.56564)",2008-07-01
"5715",1950160,"Mason City","July 01 2016",27401,"POINT (-93.1998074 43.1487201)",2016-07-01
"5716",1929955,"Garner","July 01 1996",2943,"POINT (-93.6032978 43.0995359)",1996-07-01
"5717",1922395,"Dubuque","July 01 2008",57163,"POINT (-90.7066112 42.5006649)",2008-07-01
"5718",1968475,"Roland","July 01 1998",1102,"POINT (-93.5028373 42.1660381)",1998-07-01
"5719",1955065,"Murray","July 01 2017",733,"POINT (-93.9488848 41.0413552)",2017-07-01
"5720",1924735,"Elkhart","July 01 1999",381,"POINT (-93.5242476 41.7922878)",1999-07-01
"5721",1944085,"Le Claire","July 01 2007",3264,"POINT (-90.3686825 41.5963271)",2007-07-01
"5722",1953895,"Moorland","July 01 1993",273,"POINT (-94.2954106 42.4413943)",1993-07-01
"5723",1981210,"Vinton","July 01 1997",5425,"POINT (-92.0260813 42.1638951)",1997-07-01
"5724",1957675,"Norwalk","July 01 2001",7510,"POINT (-93.6922661 41.4914536)",2001-07-01
"5725",1978735,"Traer","April 01 2010",1703,"POINT (-92.4641603 42.1907351)",2010-04-01
"5726",1960105,"Otho","July 01 1996",528,"POINT (-94.1493376 42.4222294)",1996-07-01
"5727",1965595,"Randall","July 01 1995",153,"POINT (-93.602632 42.2371232)",1995-07-01
"5728",1902845,"Arlington","July 01 2019",399,"POINT (-91.6710476 42.7487868)",2019-07-01
"5729",1965730,"Rathbun","July 01 2019",86,"POINT (-92.8871405 40.8016943)",2019-07-01
"5730",1947460,"Luxemburg","July 01 2007",239,"POINT (-91.0725831 42.6040308)",2007-07-01
"5731",1912765,"Charles City","July 01 1991",7891,"POINT (-92.6745202 43.0643521)",1991-07-01
"5732",1976935,"Tabor","July 01 2012",1002,"POINT (-95.6737118 40.8949387)",2012-07-01
"5733",1932565,"Gray","July 01 1996",76,"POINT (-94.985948 41.8418311)",1996-07-01
"5734",1946335,"Lone Tree","July 01 2006",1130,"POINT (-91.4262099 41.4866558)",2006-07-01
"5735",1917265,"Creston","April 01 2010",7834,"POINT (-94.3650388 41.0597298)",2010-04-01
"5736",1972210,"Sheffield","July 01 2011",1176,"POINT (-93.208697 42.8928802)",2011-07-01
"5737",1900865,"Albert City","July 01 2012",704,"POINT (-94.949139 42.7816026)",2012-07-01
"5738",1979905,"Urbana","July 01 2013",1440,"POINT (-91.887274 42.2284093)",2013-07-01
"5739",1951420,"Meservey","July 01 2011",254,"POINT (-93.4733851 42.9156435)",2011-07-01
"5740",1973785,"Soldier","July 01 2009",183,"POINT (-95.7801688 41.9842069)",2009-07-01
"5741",1913575,"Clarinda","July 01 2012",5522,"POINT (-95.0340039 40.7380114)",2012-07-01
"5742",1943410,"Larchwood","July 01 2008",767,"POINT (-96.4368372 43.4544239)",2008-07-01
"5743",1922845,"Dunkerton","July 01 1998",723,"POINT (-92.161378 42.5673881)",1998-07-01
"5744",1900640,"Agency","July 01 2001",610,"POINT (-92.3072288 40.997475)",2001-07-01
"5745",1920035,"Denver","July 01 1993",1635,"POINT (-92.3346405 42.6688889)",1993-07-01
"5746",1953265,"Monmouth","July 01 2003",182,"POINT (-90.8821601 42.0751031)",2003-07-01
"5747",1904825,"Batavia","July 01 1996",582,"POINT (-92.1673927 40.9951023)",1996-07-01
"5748",1973425,"Sioux Rapids","July 01 1993",795,"POINT (-95.1487935 42.891608)",1993-07-01
"5749",1922755,"Duncombe","April 01 2010",410,"POINT (-93.9962117 42.4694866)",2010-04-01
"5750",1911755,"Cedar Falls","July 01 1995",34567,"POINT (-92.4532603 42.5196928)",1995-07-01
"5751",1901630,"Altoona","July 01 1998",9600,"POINT (-93.4768466 41.6468624)",1998-07-01
"5752",1964650,"Primghar","July 01 2006",823,"POINT (-95.6209034 43.0863786)",2006-07-01
"5753",1933150,"Griswold","July 01 1992",1034,"POINT (-95.1392779 41.2342966)",1992-07-01
"5754",1900730,"Ainsworth","July 01 2002",533,"POINT (-91.5545142 41.2900827)",2002-07-01
"5755",1914925,"Coggon","July 01 2005",705,"POINT (-91.5303669 42.2783061)",2005-07-01
"5756",1965820,"Raymond","July 01 2001",581,"POINT (-92.2295794 42.4693809)",2001-07-01
"5757",1958665,"Ogden","July 01 2012",2019,"POINT (-94.0284384 42.0394235)",2012-07-01
"5758",1919135,"Dawson","July 01 2002",178,"POINT (-94.2203279 41.8430917)",2002-07-01
"5759",1919675,"Delhi","July 01 2015",474,"POINT (-91.3305383 42.4302416)",2015-07-01
"5760",1912900,"Charter Oak","July 01 2001",522,"POINT (-95.5891719 42.0682534)",2001-07-01
"5761",1959115,"Onawa","July 01 1999",2973,"POINT (-96.0905046 42.0267577)",1999-07-01
"5762",1974055,"South English","July 01 2018",208,"POINT (-92.090512 41.4520828)",2018-07-01
"5763",1904915,"Baxter","July 01 1993",951,"POINT (-93.1524552 41.8252003)",1993-07-01
"5764",1954930,"Moville","July 01 2004",1471,"POINT (-96.0679063 42.4894254)",2004-07-01
"5765",1932745,"Greene","July 01 1996",1126,"POINT (-92.8043393 42.8969089)",1996-07-01
"5766",1931035,"Gladbrook","July 01 2009",980,"POINT (-92.7150959 42.1860667)",2009-07-01
"5767",1930540,"Gibson","July 01 2017",59,"POINT (-92.3920455 41.480236)",2017-07-01
"5768",1934635,"Harris","July 01 1997",168,"POINT (-95.4370934 43.4435137)",1997-07-01
"5769",1957720,"Norway","July 01 2015",529,"POINT (-91.9226667 41.9022211)",2015-07-01
"5770",1959645,"Orleans","April 01 2000",583,"",2000-04-01
"5771",1914025,"Clear Lake","July 01 2014",7677,"POINT (-93.3739922 43.1346536)",2014-07-01
"5772",1908875,"Brunsville","July 01 2011",150,"POINT (-96.2667032 42.8109608)",2011-07-01
"5773",1971355,"Searsboro","July 01 1994",162,"POINT (-92.7042765 41.5792084)",1994-07-01
"5774",1981120,"Vining","July 01 1998",77,"POINT (-92.3875202 41.990983)",1998-07-01
"5775",1937515,"Hull","July 01 1996",1841,"POINT (-96.1336554 43.1894543)",1996-07-01
"5776",1983910,"West Des Moines","July 01 2013",59733,"POINT (-93.7802969 41.5527354)",2013-07-01
"5777",1956685,"Nichols","April 01 1990",366,"POINT (-91.307943 41.4796928)",1990-04-01
"5778",1948585,"Mallard","July 01 2019",258,"POINT (-94.6831596 42.9393896)",2019-07-01
"5779",1902080,"Andover","July 01 1996",100,"POINT (-90.2529846 41.9799233)",1996-07-01
"5780",1982740,"Waukon","July 01 1997",4478,"POINT (-91.4781367 43.2683975)",1997-07-01
"5781",1956415,"New Providence","July 01 1994",242,"POINT (-93.1718387 42.2811866)",1994-07-01
"5782",1973650,"Smithland","July 01 2012",224,"POINT (-95.9311714 42.2289603)",2012-07-01
"5783",1944985,"Libertyville","July 01 2002",315,"POINT (-92.0501957 40.9582432)",2002-07-01
"5784",1962355,"Perry","July 01 1994",7045,"POINT (-94.09406 41.8379964)",1994-07-01
"5785",1926895,"Farmington","July 01 1999",610,"POINT (-91.7390137 40.6388538)",1999-07-01
"5786",1955965,"Newell","July 01 2006",862,"POINT (-95.0039777 42.609682)",2006-07-01
"5787",1902395,"Aplington","July 01 2014",1114,"POINT (-92.88388 42.5819806)",2014-07-01
"5788",1985800,"Williams","July 01 2016",330,"POINT (-93.5410724 42.489213)",2016-07-01
"5789",1982380,"Washta","April 01 1990",284,"POINT (-95.7201752 42.5756045)",1990-04-01
"5790",1960240,"Oto","July 01 1995",136,"POINT (-95.8945487 42.2820807)",1995-07-01
"5791",1955110,"Muscatine","July 01 2001",22548,"POINT (-91.0680884 41.4194742)",2001-07-01
"5792",1979185,"Turin","July 01 2015",65,"POINT (-95.9660243 42.020857)",2015-07-01
"5793",1914970,"Coin","July 01 1997",203,"POINT (-95.2348731 40.6560633)",1997-07-01
"5794",1914475,"Clio","July 01 2012",79,"POINT (-93.4513925 40.6359742)",2012-07-01
"5795",1903655,"Audubon","July 01 1994",2435,"POINT (-94.9285729 41.7183297)",1994-07-01
"5796",1974280,"Spencer","July 01 2006",11007,"POINT (-95.1533205 43.1468576)",2006-07-01
"5797",1968070,"Rockford","July 01 1993",876,"POINT (-92.9477776 43.0524158)",1993-07-01
"5798",1954840,"Mount Vernon","July 01 2009",4185,"POINT (-91.4243495 41.9229756)",2009-07-01
"5799",1902530,"Archer","July 01 2008",115,"POINT (-95.7440995 43.1151043)",2008-07-01
"5800",1909550,"Burlington","July 01 1993",27452,"POINT (-91.1248966 40.8071958)",1993-07-01
"5801",1926265,"Exira","July 01 2014",786,"POINT (-94.8810861 41.5919759)",2014-07-01
"5802",1950160,"Mason City","April 01 2010",28079,"POINT (-93.1998074 43.1487201)",2010-04-01
"5803",1912720,"Chariton","July 01 2014",4182,"POINT (-93.3094486 41.0175751)",2014-07-01
"5804",1945435,"Lineville","July 01 1992",286,"POINT (-93.5231892 40.5869857)",1992-07-01
"5805",1937515,"Hull","July 01 2019",2299,"POINT (-96.1336554 43.1894543)",2019-07-01
"5806",1906805,"Blairstown","July 01 1995",708,"POINT (-92.0823291 41.9062103)",1995-07-01
"5807",1929685,"Garber","July 01 2009",72,"POINT (-91.2618173 42.744429)",2009-07-01
"5808",1952500,"Milton","July 01 1999",540,"POINT (-92.1621496 40.671185)",1999-07-01
"5809",1925500,"Emerson","July 01 2017",442,"POINT (-95.4027422 41.018044)",2017-07-01
"5810",1902755,"Arion","July 01 2002",136,"POINT (-95.4623218 41.9481606)",2002-07-01
"5811",1959520,"Orchard","April 01 2010",71,"POINT (-92.7753132 43.2273862)",2010-04-01
"5812",1975000,"Stanton","July 01 2009",680,"POINT (-95.1029513 40.9810147)",2009-07-01
"5813",1985710,"Willey","July 01 2015",100,"POINT (-94.8223651 41.9787458)",2015-07-01
"5814",1984450,"West Okoboji","July 01 2016",300,"POINT (-95.163113 43.348994)",2016-07-01
"5815",1916590,"Corwith","July 01 1991",349,"POINT (-93.9580791 42.9890004)",1991-07-01
"5816",1969240,"Runnells","July 01 1992",328,"POINT (-93.3603967 41.5140555)",1992-07-01
"5817",1973425,"Sioux Rapids","July 01 2011",779,"POINT (-95.1487935 42.891608)",2011-07-01
"5818",1985890,"Williamson","July 01 2017",148,"",2017-07-01
"5819",1966405,"Remsen","July 01 2009",1633,"POINT (-95.9724007 42.8148253)",2009-07-01
"5820",1977790,"Thor","July 01 2003",167,"POINT (-94.0495691 42.6881159)",2003-07-01
"5821",1973920,"Somers","July 01 2015",107,"POINT (-94.4309564 42.3787135)",2015-07-01
"5822",1972300,"Shelby","July 01 1994",624,"POINT (-95.4505587 41.5066731)",1994-07-01
"5823",1950970,"Melrose","July 01 1991",149,"POINT (-93.0508038 40.9790245)",1991-07-01
"5824",1954705,"Mount Sterling","July 01 1993",55,"POINT (-91.5452743 40.9621765)",1993-07-01
"5825",1947505,"Luzerne","July 01 2002",108,"POINT (-92.1802573 41.9057019)",2002-07-01
"5826",1932475,"Granville","July 01 1991",258,"POINT (-95.8748315 42.9852282)",1991-07-01
"5827",1956685,"Nichols","July 01 1992",369,"POINT (-91.307943 41.4796928)",1992-07-01
"5828",1946245,"Lohrville","July 01 2001",419,"POINT (-94.5515983 42.2671725)",2001-07-01
"5829",1906175,"Bertram","July 01 2016",293,"POINT (-91.5376397 41.9511334)",2016-07-01
"5830",1905635,"Bellevue","July 01 2014",2160,"POINT (-90.4318375 42.2625585)",2014-07-01
"5831",1958060,"Oakland","July 01 1999",1494,"",1999-07-01
"5832",1919675,"Delhi","July 01 2003",457,"POINT (-91.3305383 42.4302416)",2003-07-01
"5833",1957225,"North English","July 01 2012",1029,"POINT (-92.0776314 41.5164005)",2012-07-01
"5834",1939405,"Janesville","July 01 1992",908,"POINT (-92.4629269 42.6458874)",1992-07-01
"5835",1961860,"Patterson","July 01 2012",157,"POINT (-93.8771716 41.3484882)",2012-07-01
"5836",1933150,"Griswold","July 01 1994",1040,"POINT (-95.1392779 41.2342966)",1994-07-01
"5837",1916635,"Corydon","July 01 1995",1660,"POINT (-93.3174517 40.757426)",1995-07-01
"5838",1972975,"Sibley","July 01 1993",2829,"POINT (-95.7437957 43.401265)",1993-07-01
"5839",1938280,"Indianola","July 01 1999",12865,"POINT (-93.5658922 41.3623795)",1999-07-01
"5840",1918075,"Dakota City","July 01 2019",825,"POINT (-94.1976919 42.7229033)",2019-07-01
"5841",1939630,"Jewell Junction","July 01 2018",1153,"POINT (-93.6402159 42.3069254)",2018-07-01
"5842",1919405,"Decorah","July 01 1997",8396,"POINT (-91.7850015 43.3018112)",1997-07-01
"5843",1980490,"Van Wert","July 01 2002",229,"POINT (-93.7918044 40.8710641)",2002-07-01
"5844",1949575,"Marne","July 01 2016",115,"POINT (-95.1107615 41.4489055)",2016-07-01
"5845",1931350,"Glenwood","July 01 2015",5252,"POINT (-95.7407754 41.0445208)",2015-07-01
"5846",1900955,"Albion","July 01 1993",570,"POINT (-92.9887407 42.1125257)",1993-07-01
"5847",1928380,"Forest City","July 01 2019",4025,"POINT (-93.6364115 43.2569692)",2019-07-01
"5848",1951105,"Menlo","July 01 2009",348,"POINT (-94.404251 41.5221445)",2009-07-01
"5849",1976485,"Sutherland","July 01 1998",675,"POINT (-95.4950352 42.9728304)",1998-07-01
"5850",1968070,"Rockford","July 01 2011",852,"POINT (-92.9477776 43.0524158)",2011-07-01
"5851",1923115,"Dyersville","July 01 2014",4126,"POINT (-91.1174613 42.4817273)",2014-07-01
"5852",1954705,"Mount Pleasant","April 01 2000",8751,"POINT (-91.5452743 40.9621765)",2000-04-01
"5853",1945165,"Lime Springs","July 01 1994",460,"POINT (-92.2840819 43.4498475)",1994-07-01
"5854",1938055,"Imogene","July 01 2011",71,"POINT (-95.427529 40.8790395)",2011-07-01
"5855",1947730,"Lytton","July 01 2012",308,"POINT (-94.8604989 42.4233029)",2012-07-01
"5856",1932160,"Granger","July 01 2002",692,"POINT (-93.8247737 41.7619744)",2002-07-01
"5857",1969195,"Rudd","July 01 2019",346,"POINT (-92.9045921 43.1275228)",2019-07-01
"5858",1915240,"Colo","July 01 2004",863,"POINT (-93.3185991 42.014482)",2004-07-01
"5859",1970320,"Salix","July 01 2009",387,"POINT (-96.3158764 42.3206398)",2009-07-01
"5860",1956595,"New Virginia","July 01 1993",437,"POINT (-93.7310405 41.1816162)",1993-07-01
"5861",1926265,"Exira","July 01 2003",774,"POINT (-94.8810861 41.5919759)",2003-07-01
"5862",1902935,"Armstrong","July 01 2009",867,"POINT (-94.4832066 43.3944094)",2009-07-01
"5863",1945660,"Liscomb","July 01 2003",271,"POINT (-93.0061716 42.1910286)",2003-07-01
"5864",1924600,"Eldridge","July 01 2004",4586,"POINT (-90.5805427 41.6393994)",2004-07-01
"5865",1968160,"Rock Rapids","July 01 2009",2435,"POINT (-96.1657284 43.4258915)",2009-07-01
"5866",1944985,"Libertyville","July 01 2012",324,"POINT (-92.0501957 40.9582432)",2012-07-01
"5867",1911170,"Carson","July 01 2002",652,"POINT (-95.418543 41.2359227)",2002-07-01
"5868",1916950,"Craig","April 01 2000",102,"POINT (-96.3095738 42.8955639)",2000-04-01
"5869",1904645,"Barnum","July 01 2004",192,"POINT (-94.365698 42.5062002)",2004-07-01
"5870",1980130,"Vail","July 01 2012",440,"POINT (-95.2003198 42.0598224)",2012-07-01
"5871",1974280,"Spencer","July 01 1994",11338,"POINT (-95.1533205 43.1468576)",1994-07-01
"5872",1901855,"Ames","July 01 1991",47064,"POINT (-93.627573 42.0261266)",1991-07-01
"5873",1928515,"Fort Dodge","July 01 2019",23888,"POINT (-94.175105 42.5097987)",2019-07-01
"5874",1944400,"Le Mars","July 01 1995",9043,"POINT (-96.1742476 42.7809352)",1995-07-01
"5875",1916230,"Coralville","July 01 1991",10802,"POINT (-91.5968051 41.6989902)",1991-07-01
"5876",1934005,"Hancock","July 01 1998",206,"POINT (-95.3636607 41.3921947)",1998-07-01
"5877",1964470,"Prairie City","July 01 1995",1441,"POINT (-93.2391586 41.5952729)",1995-07-01
"5878",1927210,"Fenton","July 01 1994",341,"POINT (-94.4279672 43.2181569)",1994-07-01
"5879",1937470,"Hudson","July 01 1996",2054,"POINT (-92.4519085 42.4320012)",1996-07-01
"5880",1968385,"Rodney","July 01 2002",72,"POINT (-95.9507042 42.2047575)",2002-07-01
"5881",1933195,"Grundy Center","July 01 2006",2562,"POINT (-92.7743996 42.3637582)",2006-07-01
"5882",1952500,"Milton","July 01 2009",491,"POINT (-92.1621496 40.671185)",2009-07-01
"5883",1919765,"Deloit","July 01 2008",280,"POINT (-95.3174643 42.0971421)",2008-07-01
"5884",1979815,"University Park","April 01 1990",598,"POINT (-92.6149705 41.2855651)",1990-04-01
"5885",1982740,"Waukon","July 01 2003",4006,"POINT (-91.4781367 43.2683975)",2003-07-01
"5886",1969510,"Sabula","July 01 2011",582,"POINT (-90.1757883 42.0666587)",2011-07-01
"5887",1911755,"Cedar Falls","July 01 2012",39867,"POINT (-92.4532603 42.5196928)",2012-07-01
"5888",1925590,"Emmetsburg","July 01 2002",3805,"POINT (-94.6799659 43.1145862)",2002-07-01
"5889",1978510,"Toledo","July 01 2005",2677,"POINT (-92.5803168 41.9902131)",2005-07-01
"5890",1953490,"Montezuma","July 01 1995",1674,"POINT (-92.5273821 41.5833762)",1995-07-01
"5891",1930045,"Garwin","July 01 2019",493,"POINT (-92.6790893 42.0934589)",2019-07-01
"5892",1941115,"Keystone","July 01 2019",612,"POINT (-92.198287 41.9997178)",2019-07-01
"5893",1917760,"Cumberland","July 01 1991",292,"POINT (-94.8706703 41.273088)",1991-07-01
"5894",1921810,"Donnellson","July 01 2001",948,"POINT (-91.5615902 40.6441384)",2001-07-01
"5895",1933780,"Hamburg","July 01 2015",1087,"POINT (-95.6545764 40.606121)",2015-07-01
"5896",1973605,"Sloan","July 01 2001",1030,"POINT (-96.2257127 42.2324178)",2001-07-01
"5897",1969240,"Runnells","July 01 2015",523,"POINT (-93.3603967 41.5140555)",2015-07-01
"5898",1966450,"Renwick","July 01 2006",269,"POINT (-93.9813336 42.8269157)",2006-07-01
"5899",1911755,"Cedar Falls","July 01 2003",36039,"POINT (-92.4532603 42.5196928)",2003-07-01
"5900",1908290,"Breda","July 01 2008",444,"POINT (-94.9750461 42.183967)",2008-07-01
"5901",1974775,"St. Olaf","July 01 1992",123,"POINT (-91.4457379 42.0529659)",1992-07-01
"5902",1927975,"Floris","July 01 2003",154,"POINT (-92.3322763 40.8639326)",2003-07-01
"5903",1967800,"Robins","July 01 2018",3492,"POINT (-91.6767765 42.0792696)",2018-07-01
"5904",1919450,"Dedham","July 01 2019",256,"POINT (-94.8232369 41.9087315)",2019-07-01
"5905",1937200,"Hornick","July 01 2005",240,"POINT (-96.0970575 42.2304643)",2005-07-01
"5906",1925095,"Elma","July 01 2005",572,"POINT (-92.4393341 43.2458725)",2005-07-01
"5907",1942870,"Lambs Grove","July 01 2017",169,"POINT (-93.0793489 41.700753)",2017-07-01
"5908",1950935,"Melcher-Dallas","July 01 1998",1327,"POINT (-93.2411492 41.2274271)",1998-07-01
"5909",1920125,"Derby","July 01 2001",132,"POINT (-93.4564833 40.9303355)",2001-07-01
"5910",1954435,"Mount Auburn","July 01 1995",146,"POINT (-92.094317 42.2574343)",1995-07-01
"5911",1979815,"University Park","July 01 2003",551,"POINT (-92.6149705 41.2855651)",2003-07-01
"5912",1947055,"Luana","July 01 1997",191,"POINT (-91.4557178 43.0594516)",1997-07-01
"5913",1969240,"Runnells","July 01 1997",327,"POINT (-93.3603967 41.5140555)",1997-07-01
"5914",1904555,"Barnes City","July 01 2016",170,"POINT (-92.4696188 41.5070595)",2016-07-01
"5915",1983145,"Webster City","July 01 2017",7742,"POINT (-93.8166983 42.4623327)",2017-07-01
"5916",1901045,"Alden","July 01 1998",827,"POINT (-93.380649 42.5105935)",1998-07-01
"5917",1945390,"Linden","April 01 2000",226,"POINT (-94.2699847 41.6427085)",2000-04-01
"5918",1974460,"Spragueville","July 01 2004",88,"POINT (-90.4320591 42.0717247)",2004-07-01
"5919",1903970,"Avoca","July 01 1995",1491,"POINT (-95.3373168 41.4828711)",1995-07-01
"5920",1985215,"Whiting","July 01 2018",726,"POINT (-96.1507766 42.1271884)",2018-07-01
"5921",1941115,"Keystone","July 01 2001",669,"POINT (-92.198287 41.9997178)",2001-07-01
"5922",1972435,"Shell Rock","July 01 2003",1236,"POINT (-92.5818767 42.7122338)",2003-07-01
"5923",1906985,"Blockton","July 01 2019",185,"POINT (-94.4779281 40.6168175)",2019-07-01
"5924",1931575,"Goodell","July 01 2005",149,"POINT (-93.614062 42.9237297)",2005-07-01
"5925",1963345,"Plano","July 01 2006",57,"POINT (-93.0469452 40.7554226)",2006-07-01
"5926",1948000,"McGregor","July 01 1993",795,"POINT (-91.1820936 43.0244127)",1993-07-01
"5927",1987375,"Yetter","July 01 1992",49,"POINT (-94.8431642 42.3161325)",1992-07-01
"5928",1959925,"Oskaloosa","July 01 2018",11448,"POINT (-92.6404876 41.2921009)",2018-07-01
"5929",1914160,"Clemons","July 01 2006",145,"POINT (-93.158508 42.1138981)",2006-07-01
"5930",1956280,"New Liberty","July 01 2005",134,"POINT (-90.8779898 41.7159641)",2005-07-01
"5931",1955785,"New Albin","July 01 1995",546,"POINT (-91.2881574 43.4969803)",1995-07-01
"5932",1909730,"Bussey","July 01 1998",548,"POINT (-92.8842719 41.2057508)",1998-07-01
"5933",1979950,"Urbandale","July 01 2018",43929,"POINT (-93.7813726 41.6390015)",2018-07-01
"5934",1953895,"Moorland","July 01 2012",166,"POINT (-94.2954106 42.4413943)",2012-07-01
"5935",1978510,"Toledo","July 01 1993",2481,"POINT (-92.5803168 41.9902131)",1993-07-01
"5936",1975000,"Stanton","July 01 2012",671,"POINT (-95.1029513 40.9810147)",2012-07-01
"5937",1907480,"Boone","July 01 1992",12514,"POINT (-93.8773237 42.0530404)",1992-07-01
"5938",1929775,"Garden Grove","July 01 2004",236,"POINT (-93.6071931 40.8265786)",2004-07-01
"5939",1987015,"Woolstock","April 01 2000",204,"POINT (-93.8432601 42.5647758)",2000-04-01
"5940",1934590,"Harpers Ferry","July 01 2012",327,"POINT (-91.1520093 43.2009123)",2012-07-01
"5941",1921270,"Diagonal","July 01 1998",304,"POINT (-94.3421119 40.8104671)",1998-07-01
"5942",1955785,"New Albin","July 01 2007",506,"POINT (-91.2881574 43.4969803)",2007-07-01
"5943",1912495,"Central City","July 01 1996",1083,"POINT (-91.5244676 42.2037451)",1996-07-01
"5944",1905635,"Bellevue","July 01 2012",2174,"POINT (-90.4318375 42.2625585)",2012-07-01
"5945",1939225,"Jamaica","July 01 1995",243,"POINT (-94.3069709 41.8452279)",1995-07-01
"5946",1974820,"Stacyville","July 01 2014",470,"POINT (-92.7839772 43.4390311)",2014-07-01
"5947",1973875,"Solon","April 01 2010",2037,"POINT (-91.4975934 41.8063316)",2010-04-01
"5948",1919495,"Deep River","July 01 2012",278,"POINT (-92.3732274 41.5811789)",2012-07-01
"5949",1964740,"Princeton","July 01 2003",936,"POINT (-90.3571712 41.6742514)",2003-07-01
