"","FIPS","City","Year","Population","Primary.Point","Date"
"17144",1911755,"Cedar Falls","July 01 2009",38714,"POINT (-92.4532603 42.5196928)",2009-07-01
"17145",1974955,"Stanley","July 01 1993",116,"POINT (-91.8123104 42.6416487)",1993-07-01
"17146",1924600,"Eldridge","July 01 1994",3603,"POINT (-90.5805427 41.6393994)",1994-07-01
"17147",1922350,"Drakesville","July 01 2012",183,"POINT (-92.481392 40.7984046)",2012-07-01
"17148",1942870,"Lambs Grove","July 01 2003",221,"POINT (-93.0793489 41.700753)",2003-07-01
"17149",1945390,"Linden","July 01 1996",231,"POINT (-94.2699847 41.6427085)",1996-07-01
"17150",1954165,"Morrison","July 01 1995",123,"POINT (-92.6732838 42.3429631)",1995-07-01
"17151",1921405,"Dike","July 01 2003",1088,"POINT (-92.6255847 42.4641335)",2003-07-01
"17152",1928380,"Forest City","July 01 2002",4202,"POINT (-93.6364115 43.2569692)",2002-07-01
"17153",1939000,"Irwin","July 01 2007",359,"POINT (-95.2067933 41.7901573)",2007-07-01
"17154",1945840,"Little Sioux","July 01 2004",206,"POINT (-96.0274587 41.8082038)",2004-07-01
"17155",1960465,"Ottumwa","July 01 2009",24329,"POINT (-92.4186136 41.0195769)",2009-07-01
"17156",1901270,"Allerton","July 01 2004",552,"POINT (-93.3689153 40.7076938)",2004-07-01
"17157",1945435,"Lineville","July 01 2008",225,"POINT (-93.5231892 40.5869857)",2008-07-01
"17158",1911530,"Castana","July 01 2014",138,"POINT (-95.9103984 42.0730934)",2014-07-01
"17159",1927975,"Floris","July 01 2006",154,"POINT (-92.3322763 40.8639326)",2006-07-01
"17160",1923475,"Early","July 01 2012",546,"POINT (-95.1523842 42.4614169)",2012-07-01
"17161",1901630,"Altoona","July 01 2016",18076,"POINT (-93.4768466 41.6468624)",2016-07-01
"17162",1926985,"Farragut","July 01 2019",446,"POINT (-95.4806851 40.7200068)",2019-07-01
"17163",1906625,"Birmingham","July 01 1993",400,"POINT (-91.9472595 40.8777076)",1993-07-01
"17164",1915105,"College Springs","July 01 2009",222,"POINT (-95.1211184 40.6212901)",2009-07-01
"17165",1931395,"Glidden","July 01 2012",1140,"POINT (-94.7266652 42.0576308)",2012-07-01
"17166",1947505,"Luzerne","July 01 1997",95,"POINT (-92.1802573 41.9057019)",1997-07-01
"17167",1976035,"Sully","April 01 2000",904,"POINT (-92.8468343 41.5780013)",2000-04-01
"17168",1900955,"Albion","July 01 1996",569,"POINT (-92.9887407 42.1125257)",1996-07-01
"17169",1943140,"Lanesboro","April 01 1990",182,"POINT (-94.6921692 42.1826597)",1990-04-01
"17170",1983415,"Wesley","April 01 1990",444,"POINT (-93.9936857 43.0886724)",1990-04-01
"17171",1977880,"Thornton","July 01 2012",420,"POINT (-93.387069 42.9442074)",2012-07-01
"17172",1923790,"East Peru","April 01 2000",153,"POINT (-93.9295169 41.2270332)",2000-04-01
"17173",1968520,"Rolfe","July 01 2003",637,"POINT (-94.5313396 42.8129005)",2003-07-01
"17174",1937290,"Hospers","July 01 2011",707,"POINT (-95.903694 43.0725353)",2011-07-01
"17175",1955515,"Nemaha","July 01 2002",95,"POINT (-95.0888605 42.5149523)",2002-07-01
"17176",1948945,"Manning","April 01 2000",1490,"POINT (-95.0642334 41.9092116)",2000-04-01
"17177",1913485,"Clare","July 01 2004",177,"POINT (-94.3446885 42.587455)",2004-07-01
"17178",1905185,"Beaver","April 01 2000",53,"POINT (-94.139911 42.0382078)",2000-04-01
"17179",1922980,"Durant","July 01 2017",1861,"POINT (-90.9119451 41.6014845)",2017-07-01
"17180",1930675,"Gilbertville","July 01 2007",728,"POINT (-92.2141932 42.4189896)",2007-07-01
"17181",1975990,"Stuart","July 01 2017",1687,"POINT (-94.3186774 41.5002688)",2017-07-01
"17182",1937200,"Hornick","July 01 2007",238,"POINT (-96.0970575 42.2304643)",2007-07-01
"17183",1962760,"Pierson","July 01 2014",361,"POINT (-95.8652766 42.5428025)",2014-07-01
"17184",1917985,"Cylinder","July 01 2001",108,"POINT (-94.5511492 43.089664)",2001-07-01
"17185",1965595,"Randall","July 01 2009",136,"POINT (-93.602632 42.2371232)",2009-07-01
"17186",1967125,"Rinard","July 01 1997",65,"POINT (-94.4849296 42.3396126)",1997-07-01
"17187",1941520,"Kirkman","July 01 2002",75,"POINT (-95.2672884 41.7280558)",2002-07-01
"17188",1942465,"Lake City","July 01 1997",1825,"POINT (-94.7310464 42.2676372)",1997-07-01
"17189",1941520,"Kirkman","July 01 2003",75,"POINT (-95.2672884 41.7280558)",2003-07-01
"17190",1963750,"Pleasantville","July 01 2001",1548,"POINT (-93.272777 41.3864748)",2001-07-01
"17191",1945975,"Livermore","July 01 1998",418,"POINT (-94.1840413 42.8680302)",1998-07-01
"17192",1935760,"Hepburn","July 01 2006",28,"POINT (-95.0166861 40.8476568)",2006-07-01
"17193",1955110,"Muscatine","July 01 1995",23326,"POINT (-91.0680884 41.4194742)",1995-07-01
"17194",1984540,"Westphalia","July 01 1995",134,"POINT (-95.3936653 41.7192516)",1995-07-01
"17195",1929685,"Garber","April 01 2010",88,"POINT (-91.2618173 42.744429)",2010-04-01
"17196",1956145,"New Hartford","July 01 2006",620,"POINT (-92.623215 42.5665734)",2006-07-01
"17197",1940395,"Kelley","July 01 2005",323,"POINT (-93.6654994 41.9508068)",2005-07-01
"17198",1982965,"Wayland","July 01 2017",950,"POINT (-91.659088 41.148462)",2017-07-01
"17199",1960690,"Oxford Junction","July 01 2003",571,"POINT (-90.954121 41.9837298)",2003-07-01
"17200",1904645,"Barnum","April 01 1990",174,"POINT (-94.365698 42.5062002)",1990-04-01
"17201",1985710,"Willey","July 01 1994",73,"POINT (-94.8223651 41.9787458)",1994-07-01
"17202",1919360,"Decatur City","July 01 1998",195,"POINT (-93.8327285 40.7423389)",1998-07-01
"17203",1929010,"Frederika","July 01 1996",199,"POINT (-92.3061682 42.883407)",1996-07-01
"17204",1974505,"Springbrook","July 01 1996",160,"POINT (-90.479117 42.1655919)",1996-07-01
"17205",1963570,"Pleasanton","April 01 1990",58,"POINT (-93.7430081 40.5824833)",1990-04-01
"17206",1944265,"Lehigh","July 01 2011",412,"POINT (-94.0534845 42.3574683)",2011-07-01
"17207",1979905,"Urbana","July 01 1998",894,"POINT (-91.887274 42.2284093)",1998-07-01
"17208",1908155,"Brandon","July 01 2011",322,"POINT (-92.0032219 42.3150339)",2011-07-01
"17209",1917220,"Cresco","April 01 2000",3905,"POINT (-92.1163502 43.3717573)",2000-04-01
"17210",1956055,"Newhall","July 01 2012",882,"POINT (-91.9673411 41.9933287)",2012-07-01
"17211",1922395,"Dubuque","July 01 2006",57003,"POINT (-90.7066112 42.5006649)",2006-07-01
"17212",1944220,"Le Grand","July 01 2013",944,"POINT (-92.7749753 42.0066925)",2013-07-01
"17213",1925860,"Estherville","July 01 2019",5666,"POINT (-94.8343632 43.3998352)",2019-07-01
"17214",1900730,"Ainsworth","July 01 2012",570,"POINT (-91.5545142 41.2900827)",2012-07-01
"17215",1962985,"Pioneer","July 01 2018",22,"POINT (-94.3908921 42.6535255)",2018-07-01
"17216",1942690,"Lake View","July 01 2009",1182,"POINT (-95.0407782 42.3046918)",2009-07-01
"17217",1948180,"Macksburg","July 01 1994",112,"POINT (-94.1850673 41.2146954)",1994-07-01
"17218",1902530,"Archer","July 01 1996",139,"POINT (-95.7440995 43.1151043)",1996-07-01
"17219",1954795,"Mount Union","July 01 2009",122,"POINT (-91.3908331 41.0576119)",2009-07-01
"17220",1954930,"Moville","July 01 2012",1626,"POINT (-96.0679063 42.4894254)",2012-07-01
"17221",1938415,"Inwood","July 01 1995",819,"POINT (-96.4350789 43.3092965)",1995-07-01
"17222",1914475,"Clio","July 01 1999",94,"POINT (-93.4513925 40.6359742)",1999-07-01
"17223",1902755,"Arion","July 01 2009",106,"POINT (-95.4623218 41.9481606)",2009-07-01
"17224",1915195,"Collins","July 01 2004",483,"POINT (-93.3082881 41.9019614)",2004-07-01
"17225",1950520,"Maxwell","July 01 2002",814,"POINT (-93.3959877 41.8913844)",2002-07-01
"17226",1917895,"Curlew","July 01 1996",54,"POINT (-94.7377341 42.9795272)",1996-07-01
"17227",1969375,"Rutland","July 01 1993",209,"POINT (-94.2951894 42.7614337)",1993-07-01
"17228",1971355,"Searsboro","April 01 2000",155,"POINT (-92.7042765 41.5792084)",2000-04-01
"17229",1901180,"Alleman","July 01 2007",421,"POINT (-93.6094604 41.8158459)",2007-07-01
"17230",1978330,"Titonka","July 01 1992",608,"POINT (-94.0413989 43.2371658)",1992-07-01
"17231",1901585,"Alton","July 01 2008",1115,"POINT (-96.0091236 42.9875003)",2008-07-01
"17232",1961905,"Paullina","July 01 1999",1066,"POINT (-95.6840248 42.9796318)",1999-07-01
"17233",1966405,"Remsen","July 01 2003",1697,"POINT (-95.9724007 42.8148253)",2003-07-01
"17234",1945165,"Lime Springs","July 01 1991",442,"POINT (-92.2840819 43.4498475)",1991-07-01
"17235",1923790,"East Peru","July 01 2005",153,"POINT (-93.9295169 41.2270332)",2005-07-01
"17236",1909685,"Burt","July 01 2001",543,"POINT (-94.2210539 43.1989094)",2001-07-01
"17237",1904105,"Ayrshire","July 01 2004",185,"POINT (-94.8335229 43.0395515)",2004-07-01
"17238",1939585,"Jesup","July 01 2018",2708,"POINT (-92.0659027 42.4744701)",2018-07-01
"17239",1964605,"Preston","April 01 1990",1025,"POINT (-90.3973609 42.0490456)",1990-04-01
"17240",1917130,"Crawfordsville","July 01 2007",300,"POINT (-91.5366275 41.2139194)",2007-07-01
"17241",1971130,"Schleswig","July 01 2012",891,"POINT (-95.4352246 42.1607169)",2012-07-01
"17242",1919720,"Delmar","July 01 2017",495,"POINT (-90.6079678 41.9988013)",2017-07-01
"17243",1938640,"Iowa Falls","July 01 2014",5224,"POINT (-93.2661847 42.5190554)",2014-07-01
"17244",1960420,"Ottosen","July 01 2016",37,"POINT (-94.3755469 42.8980883)",2016-07-01
"17245",1982875,"Waverly","July 01 1996",9109,"POINT (-92.470638 42.7249871)",1996-07-01
"17246",1975450,"Stockton","July 01 2007",182,"POINT (-90.8564268 41.5908278)",2007-07-01
"17247",1929190,"Fremont","July 01 2007",678,"POINT (-92.4342399 41.2125273)",2007-07-01
"17248",1925860,"Estherville","July 01 1999",6279,"POINT (-94.8343632 43.3998352)",1999-07-01
"17249",1921045,"De Soto","July 01 1992",1074,"POINT (-94.009715 41.5363839)",1992-07-01
"17250",1914115,"Cleghorn","July 01 2006",231,"POINT (-95.7126506 42.812537)",2006-07-01
"17251",1963075,"Pisgah","July 01 1999",275,"POINT (-95.9263861 41.8304354)",1999-07-01
"17252",1932610,"Greeley","July 01 2012",253,"POINT (-91.341545 42.5850578)",2012-07-01
"17253",1944490,"Lenox","July 01 1998",1271,"POINT (-94.5583357 40.8830419)",1998-07-01
"17254",1957045,"Northboro","July 01 2011",58,"POINT (-95.2936381 40.6080172)",2011-07-01
"17255",1916500,"Corning","July 01 2012",1586,"POINT (-94.7395154 40.9929182)",2012-07-01
